"","GSM1045517","GSM1045518","GSM1045519","GSM1045520","GSM1045521","GSM1045522","GSM1045523","GSM1045524","GSM1045525","GSM1045526","GSM1045527","GSM1045528","GSM1045529"
"7971239",5.209495,4.777617,5.342571,5.073549,5.490305,4.694236,5.092618,4.625631,4.849562,5.129199,4.694502,4.466914,4.749802
"7971241",8.19569,7.734287,7.972795,7.93678,7.801033,7.639575,7.840848,7.928224,7.587192,7.366058,7.140761,7.464802,7.550677
"7971243",4.928164,4.312997,4.761615,4.842327,4.73006,4.275728,4.159618,4.357469,3.79865,4.313338,4.144374,4.116952,4.157361
"7971246",6.726029,7.666816,6.821884,7.076364,7.04199,7.174179,7.174179,6.991875,7.226215,7.017648,7.218691,7.62461,7.422382
"7971294",4.077284,3.714843,3.557377,3.622256,3.613648,3.334325,3.352851,3.395545,3.541836,3.542,3.618078,2.991221,3.357471
"7971296",5.382713,6.328869,4.489815,6.134926,7.494038,5.45285,7.605964,4.488897,5.61318,4.857303,6.485285,4.258255,4.773521
"7971311",4.350456,4.588915,4.581666,4.347895,4.869946,4.480805,5.323416,4.670289,3.932093,4.25596,4.068616,4.247003,4.53729
"7971335",4.141193,4.047727,4.073334,4.518057,4.190423,4.265559,4.265559,4.286782,4.229802,3.960614,4.439715,4.529281,5.22794
"7971345",5.039746,5.298386,5.225329,5.20169,4.942708,4.862378,5.03287,4.966943,4.37566,4.767775,4.962085,5.082725,4.892643
"7971350",9.028573,9.199471,8.848837,9.785565,9.011399,8.216141,9.452553,8.878428,7.978615,7.825132,8.185077,7.988284,8.396034
"7971359",3.773339,3.967705,3.525025,3.893546,3.73545,3.902161,3.385788,3.080776,3.116843,3.245103,3.619311,3.499408,3.525025
"7971361",7.468542,7.897672,7.949637,7.503372,7.332826,7.091815,7.247182,7.704628,8.254772,7.610004,8.129195,8.272219,8.03028
"7971367",2.0951,1.917049,2.066861,2.035383,2.30654,2.030039,1.888705,2.205636,2.05015,1.989198,1.85665,2.178744,2.037969
"7971369",4.808717,4.855826,4.911891,5.224458,4.855826,5.070952,4.866369,4.667026,4.855826,5.084503,4.694739,4.942183,4.48029
"7971373",6.086213,6.889232,6.294727,5.544092,4.966197,6.524237,5.646951,7.339672,6.927721,6.365283,6.559103,7.152995,6.642249
"7971375",9.571162,9.602048,9.646791,9.653268,9.221628,9.452225,9.646791,9.808499,9.6498,9.382753,9.775165,9.772383,9.68511
"7971386",5.072942,3.882129,4.573552,4.825741,3.858142,5.144045,4.930193,5.50937,4.672626,4.75389,4.506861,5.154822,4.386054
"7971388",6.737445,7.259124,6.110606,6.484926,6.486943,6.486943,6.554417,7.011035,6.479655,6.051594,6.301112,6.331509,6.546899
"7971400",3.978101,3.677921,3.778878,3.611694,3.420132,3.97925,3.437663,3.482134,3.149439,3.608139,3.511241,3.928629,3.634913
"7971415",2.320342,2.166945,1.940359,1.639971,1.971629,1.878964,1.903222,2.112631,1.903222,1.794796,1.775091,1.817108,1.655022
"7971417",3.651684,2.541995,2.411599,2.672096,3.203642,2.606466,2.307819,2.546766,2.407741,2.544988,2.673896,2.545955,2.596265
"7971419",4.56765,4.656688,5.038203,4.818255,4.557875,4.823687,4.670892,4.401046,4.538324,4.740423,4.504673,3.943164,4.162705
"7971422",7.894923,7.849535,7.511917,7.057461,7.539049,7.500452,7.500702,7.592135,8.532457,8.105072,8.230352,8.63778,8.50946
"7971444",2.780987,2.710988,2.691988,2.878821,2.993372,2.691988,2.680779,2.816644,2.43457,2.394819,2.652615,2.691988,2.605038
"7971461",4.775204,5.898942,4.704111,4.102177,5.124641,4.682593,4.460042,4.204015,6.630777,5.935635,5.637476,5.039151,6.957679
"7971482",5.092165,5.06286,4.64836,5.05896,4.835576,4.66396,4.390691,3.778547,4.010611,4.169867,4.343431,3.496814,4.021648
"7971484",2.583186,2.87843,1.970746,1.829687,2.017959,2.089331,1.935432,1.970746,1.970746,1.694161,1.947433,1.950568,1.970746
"7971486",4.122944,4.122944,4.471792,4.122944,4.122944,3.982988,4.325137,3.674248,3.826455,4.122944,3.980071,4.186162,4.171207
"7971511",6.012777,5.21669,5.21669,4.532656,5.441198,5.336766,5.239503,5.59158,4.610782,5.612507,5.3095,4.972203,4.724656
"7971513",8.51844,8.328048,7.912577,9.168284,8.347964,8.840878,9.335987,9.725672,9.152245,9.142774,8.618248,8.90828,9.113032
"7971526",2.728853,2.905594,3.228762,3.363802,2.971908,3.187814,3.264227,2.809108,3.033039,3.052634,3.039974,2.87028,3.004042
"7971535",4.220047,3.32851,3.422007,4.217333,3.878472,3.676159,3.530825,3.284358,3.32617,3.838722,3.69252,3.432564,3.225111
"7971537",4.989501,3.7216,4.036036,3.292248,4.205374,3.632938,3.489362,3.574565,3.613023,3.822186,3.7216,3.352621,3.770601
"7971539",5.697119,5.574086,5.284457,5.860359,6.411067,5.263879,5.241029,4.536747,4.96348,5.210989,5.16054,5.02231,5.233992
"7971541",9.310287,8.881289,8.800132,8.812964,9.13454,9.153354,9.121276,10.11134,9.524195,9.113362,9.246088,9.347843,9.621952
"7971550",7.177672,6.310447,6.16215,6.604681,6.330723,6.807263,6.884196,7.587733,7.543168,6.690899,7.178534,7.51959,7.488148
"7971561",3.381123,3.392905,3.527714,3.383095,4.03236,3.315467,3.093123,3.34179,3.146519,3.274252,3.183857,3.211837,3.356577
"7971563",9.355722,8.925192,8.669421,9.519707,8.853329,9.387831,9.656908,10.13225,9.899015,9.532287,9.622952,10.00691,9.946419
"7971565",7.369285,5.788353,6.224959,5.667449,5.841151,5.456433,5.864262,5.808372,5.433788,5.107358,4.803612,5.338387,5.27509
"7971573",7.895745,6.923641,6.23333,6.197682,6.594146,6.315454,6.349136,6.059452,6.664127,6.149375,5.871784,6.336409,6.548115
"7971590",8.139394,5.712,5.814569,6.906429,5.607479,6.888485,6.385367,6.65809,9.506024,8.899338,7.834185,7.531255,6.84778
"7971602",7.624526,8.143343,6.584984,7.975731,7.327982,7.572438,8.186792,7.624526,7.762506,7.516189,7.589422,7.72848,7.444355
"7971615",8.532441,8.532441,8.723642,9.210234,8.399299,8.70791,9.108831,8.698739,8.252881,8.171285,8.424136,7.878225,8.716834
"7971620",8.607634,9.028881,8.855838,8.619684,8.50631,8.677121,8.888519,9.309988,9.357491,9.197149,9.153923,9.586292,9.399284
"7971640",3.367344,2.82076,2.733751,2.813654,2.538019,2.699967,3.392249,3.291046,2.802522,2.574225,2.599187,2.963544,2.610361
"7971642",3.929444,3.203676,3.102601,2.84629,3.719455,2.906433,3.554502,3.220157,2.499238,2.67904,3.014225,3.049732,2.866231
"7971644",9.150183,9.484997,9.373787,9.215864,9.536661,9.079394,9.377158,9.401515,9.614219,9.420664,9.557239,9.461518,9.519231
"7971653",5.173832,6.553255,5.172473,5.028929,4.248518,5.688768,4.868177,7.383925,6.906184,6.275606,6.60499,6.973707,6.960218
"7971659",3.622837,2.932385,2.95933,2.990474,3.392742,2.630988,3.045726,2.506623,2.696337,2.735345,2.733013,2.744176,2.532545
"7971661",4.023599,4.705688,3.696865,4.770279,4.174018,4.634359,4.347404,5.752362,5.357472,4.770279,4.770279,5.60531,5.68371
"7971663",7.190856,7.030388,8.000285,7.414386,7.350155,7.308266,7.149305,6.605628,6.513549,7.030388,6.816752,6.411813,6.719625
"7971669",4.515485,4.567616,4.489966,5.050233,4.868649,4.729082,4.543853,3.033761,3.742755,3.828715,4.08714,4.241956,3.928454
"7971671",3.58713,3.595589,3.491844,4.127578,3.846966,3.595589,3.595589,3.595589,3.351039,3.710936,3.595589,3.227238,3.956634
"7971690",3.96419,3.857297,4.200351,4.588958,3.780785,4.105381,3.857297,3.953835,3.662717,3.94985,3.755568,3.360645,3.403965
"7971692",6.142394,6.271672,6.271672,5.963602,6.060873,6.071119,6.271672,6.271672,6.544551,6.289888,6.277103,6.442063,6.320257
"7971711",4.138668,4.128236,4.128236,3.937341,4.128236,3.938845,4.013088,4.215212,4.128236,4.128236,4.128236,4.13825,4.244215
"7971713",5.509825,5.553361,5.779628,6.249083,5.919245,5.673128,5.859233,5.651664,5.366022,5.666189,5.674984,5.773452,5.495602
"7971723",4.607723,4.861166,5.354264,5.00024,4.908044,5.084721,4.838744,4.851786,4.233822,4.861166,4.733663,4.943558,4.861166
"7971727",2.474419,2.930742,2.227293,2.884654,2.499899,2.479027,2.138135,2.264753,2.574443,2.221382,2.46859,2.661644,2.442199
"7971731",5.641782,6.408561,6.474635,5.829268,6.513052,6.379707,5.99474,5.49764,6.347437,6.196984,6.40116,5.644095,6.794355
"7971757",3.949641,4.366796,3.912965,4.282895,4.014435,3.949641,3.949641,3.980986,3.932076,3.859215,3.630972,4.33044,3.567189
"7971780",6.673627,6.322764,6.226362,6.686224,6.123044,6.400481,6.970278,7.457154,7.616894,7.341181,7.179733,7.659873,7.302317
"7971800",5.360455,5.463108,4.702065,4.678985,5.609661,5.281697,5.063402,4.990014,5.292706,4.761017,5.161259,4.942088,5.091844
"7971813",5.553125,6.086103,6.23569,6.606926,5.933925,6.026814,6.011915,6.680027,5.704994,5.789325,5.918489,5.908242,5.416278
"7971820",8.128328,8.237303,7.907975,8.276574,8.092625,8.076739,8.232141,8.370504,8.524981,8.412428,8.457558,8.659205,8.687853
"7971838",3.680803,3.460299,3.841076,4.029568,3.696253,3.665976,3.716858,3.88208,3.602802,3.617443,3.647163,3.24441,3.54369
"7971850",5.55342,5.69326,5.776807,5.970646,5.750297,5.492352,5.569854,4.974647,4.799756,5.337097,5.176986,4.954866,5.079804
"7971858",9.993401,10.14662,10.65522,10.32225,10.19994,10.29853,10.79669,10.04098,9.945699,9.705638,10.35111,9.732635,9.523477
"7971860",4.347305,4.208549,4.414637,4.208549,4.953651,4.12579,4.021869,4.023274,3.472163,4.366689,4.332105,4.259302,4.189557
"7971862",5.189856,5.310269,5.778701,5.956375,5.189856,5.189856,5.29223,5.189856,4.8866,5.189856,4.899531,5.062508,5.015136
"7971864",4.160404,3.913384,4.269944,4.130337,4.167837,4.078855,4.16338,4.4532,4.156425,3.439927,3.853373,3.808139,3.967589
"7971866",8.086897,7.997795,7.440552,6.815285,7.155036,8.240331,7.65101,8.93959,8.404547,8.430835,8.932011,8.671531,8.366521
"7971899",4.660961,4.899959,5.049453,5.232758,5.085707,5.419067,4.840163,5.049453,4.959986,5.049453,4.942835,5.049453,5.071175
"7971901",2.511976,1.683003,1.81143,1.874642,2.076415,1.679027,1.951418,1.907901,1.823388,2.018082,1.80547,1.846112,1.613465
"7971903",2.07739,1.738197,1.38836,1.862884,2.118709,2.141887,1.738197,1.877434,1.533915,1.57844,1.558965,1.738197,1.738197
"7971905",4.47439,4.360893,4.209469,4.284605,4.655309,4.209469,4.489399,4.064383,3.830266,4.261841,4.2318,3.665195,3.897302
"7971911",2.903775,2.954455,4.241762,3.260345,3.29108,3.253231,3.333729,2.953182,2.894823,3.143703,3.169919,2.875882,3.256666
"7971913",3.269385,2.632782,3.759515,3.591536,3.318784,3.972798,3.281112,3.518529,3.256547,4.056874,3.182409,2.939914,3.105391
"7971915",6.055137,5.945974,6.135306,6.441786,6.602836,5.965987,6.207767,5.964568,6.162387,5.790238,5.9476,5.34379,5.915273
"7971920",11.10098,11.04227,10.30819,10.82153,10.55935,11.17022,11.04901,11.07209,11.01788,10.55018,11.2081,11.00382,11.00382
"7971922",3.609217,3.817358,3.710395,4.007342,3.872049,4.17046,3.99443,4.175189,5.28842,5.002705,4.347191,4.595284,5.406237
"7971931",2.695712,2.231817,2.683128,2.939926,3.353784,2.550446,2.452245,2.550446,2.467303,2.507304,2.405965,2.91205,2.299908
"7971933",2.018112,1.812682,1.818342,2.271537,2.575065,1.710336,1.905933,1.982354,1.62324,2.233073,1.903956,1.690335,1.784048
"7971935",2.106431,1.342648,1.472427,1.928985,1.691335,1.372789,1.423472,1.509005,1.542333,1.577071,1.377975,1.509005,1.68034
"7971937",4.038664,3.724131,3.962517,3.843368,3.981785,4.146808,3.855304,3.560328,3.615621,4.216423,3.614059,3.649228,3.843368
"7971950",4.029014,3.968093,4.203011,3.94864,4.447706,4.028404,4.109786,3.861477,3.783048,4.004632,3.895264,3.859807,3.772953
"7971965",3.37429,3.5671,3.308052,3.596562,3.473744,3.477324,2.82197,3.499391,4.127244,3.535588,4.155459,3.672954,4.178625
"7971967",7.65583,7.302459,7.234951,7.353397,7.065049,7.713023,7.697666,7.984292,8.826195,8.143585,8.305206,8.724006,8.653965
"7971996",3.838146,4.560987,4.113596,3.947381,3.826554,3.9103,3.897241,4.098431,3.813072,3.9103,3.622833,4.061961,3.520022
"7971998",6.583093,7.181833,7.23364,7.550735,7.136082,7.144251,6.97635,7.07654,6.858421,6.884433,6.929277,6.550327,6.257237
"7972001",5.25548,4.718009,4.479156,4.437713,4.611417,4.66362,4.305011,4.390923,4.438725,4.380502,4.392249,4.31953,4.138601
"7972003",8.630227,8.995951,8.232728,7.702488,8.589252,8.453775,8.906996,8.773209,8.689233,8.144217,8.609072,8.866234,8.866503
"7972016",2.995323,1.843295,1.754981,2.729553,2.979053,1.734894,2.358552,3.708941,3.029448,1.754981,1.668654,2.909115,2.85885
"7972018",2.510011,2.712953,2.784958,2.673859,2.996251,2.754739,2.625493,2.434055,2.364054,2.872712,2.704434,2.096738,2.571364
"7972021",7.292778,8.141742,6.756726,6.863043,7.383641,6.941085,7.686175,7.133224,7.607158,6.913311,8.17119,7.333476,7.577365
"7972044",6.19709,6.054399,6.124786,7.019885,6.311083,6.824424,7.04545,7.421622,7.328221,6.895091,7.003932,7.029263,7.025156
"7972053",2.998388,2.395621,2.753609,3.047286,2.965131,2.650902,3.419618,2.384741,2.872535,2.593442,2.662543,2.268338,2.71965
"7972055",6.933198,6.654705,7.049253,7.876908,6.782256,6.803883,6.959299,8.873011,6.833289,6.421711,6.537243,6.545519,6.804595
"7972062",9.429711,9.419865,9.096693,9.760597,9.469335,9.704275,9.660924,9.666787,10.12999,9.858828,9.750464,10.14083,10.01795
"7972069",8.56746,8.445449,7.954898,7.921058,8.155952,8.09502,7.812818,7.882424,8.112868,7.657029,8.152249,8.372422,8.177876
"7972157",3.999023,5.344066,3.775092,6.097124,4.444625,3.514145,6.441434,3.46948,3.683324,3.763287,3.999023,3.988591,3.436536
"7972173",4.180578,3.685141,4.055892,4.294421,4.173305,3.824841,3.902161,3.902161,3.468911,4.078434,3.785163,3.765823,3.70955
"7972175",3.418433,2.510665,2.928357,2.5129,2.5662,2.206553,1.892501,2.118758,3.075583,1.736345,1.804628,1.649227,2.16938
"7972177",4.904431,5.476017,5.48941,5.659427,5.084281,5.51769,5.514645,5.025496,5.154837,5.53464,5.020985,4.848895,5.02455
"7972180",7.206128,7.376044,6.55698,6.996376,6.817771,6.57245,7.246782,7.867646,8.537591,7.810692,8.121435,8.776154,8.420312
"7972190",7.319718,7.697536,7.40233,7.082958,7.013487,7.717906,7.616624,7.992657,8.395656,8.112474,8.255509,8.406235,8.405606
"7972215",5.460433,5.187954,5.406881,5.460433,4.569208,5.795655,5.390656,5.892898,5.818206,5.460433,5.343805,5.643257,5.526731
"7972217",7.700076,7.286547,7.505207,6.980268,6.773927,6.953139,7.082181,8.753342,8.421344,8.080889,7.609601,8.537589,7.852054
"7972223",2.234903,2.382688,2.029494,1.998885,2.225775,1.998885,1.958612,1.932035,1.583658,1.998885,1.998885,1.874796,1.903062
"7972225",2.975704,2.936649,2.678738,2.808562,3.102856,2.780541,2.719979,2.736426,2.678738,2.736426,2.536422,2.736426,2.736426
"7972229",2.580809,1.936145,1.397571,1.775019,1.878625,1.669662,1.775019,1.884386,1.90083,1.775019,1.745851,1.775019,1.775019
"7972231",4.510702,5.958532,5.094351,4.847504,5.313095,5.162669,4.970949,7.765172,4.290709,4.340974,4.921068,4.119493,4.514994
"7972237",2.910541,2.826541,3.059145,3.224408,2.692751,2.763871,2.692651,3.127887,2.51543,2.619992,2.463851,2.975055,2.827386
"7972239",2.439078,2.939341,2.592233,3.599217,2.255392,2.276032,3.122227,2.567578,2.404047,2.594419,2.748489,2.616465,2.764261
"7972247",4.587202,4.587202,4.87671,4.624023,4.587202,4.756694,4.712363,4.567215,4.596983,4.276179,4.587202,4.350169,4.424847
"7972251",4.156242,4.017158,4.001722,3.790102,3.89573,3.793665,3.763731,3.877747,3.841844,3.90138,3.756827,3.82646,3.622076
"7972253",5.266611,5.037648,5.153742,4.987816,5.480456,4.913076,4.723659,4.625977,3.920983,4.628218,4.656616,3.902161,4.537524
"7972255",1.945433,1.908492,2.061053,2.736007,1.927822,1.94182,1.926089,2.061053,2.061053,1.983716,1.846268,2.275998,2.217725
"7972257",3.953461,4.703285,4.54402,4.227669,4.159086,4.763687,4.249385,3.712534,4.159086,3.63414,4.030215,3.661532,3.884859
"7972259",3.387533,3.670948,3.694126,3.584623,3.830961,2.859342,3.387533,3.453026,3.134002,3.789567,3.117934,3.209195,3.387533
"7972269",6.345737,5.870543,5.374766,6.214336,5.860909,5.796453,6.191944,6.083976,6.868965,6.224885,6.481685,7.134048,6.428967
"7972287",3.066602,3.153441,2.530699,3.050907,2.854727,2.863391,2.998974,2.816511,2.863391,2.914631,2.566251,2.863391,3.102943
"7972289",2.98771,2.973999,3.011949,3.134085,3.181286,2.738623,2.83515,2.83515,2.2458,2.83515,3.004844,2.23451,2.511122
"7972291",5.420288,5.588288,6.01377,5.622159,5.655659,5.758595,5.717911,5.317111,4.972774,5.399612,5.487066,5.344677,4.864355
"7972297",6.658514,7.77189,6.35167,8.522975,7.374118,7.366627,8.502937,7.596125,7.556471,6.628982,7.776617,7.259948,6.972241
"7972334",2.357533,1.846272,2.133282,2.03304,2.749904,1.989671,2.534003,1.893915,2.404497,1.805647,2.023942,1.971111,2.064528
"7972336",7.654365,7.748898,7.100714,7.756477,7.360814,7.647954,7.551629,7.837909,7.519003,7.246601,7.522831,7.555079,7.267443
"7972365",1.786292,1.751602,1.363572,1.806172,1.954822,1.337087,1.571578,1.426065,1.877414,1.618717,1.519091,1.476035,1.718518
"7972367",1.980139,3.259068,2.017339,1.871257,2.966747,2.006377,1.867141,2.006377,2.532022,1.861782,1.956317,2.006377,2.006377
"7972369",6.141039,6.452639,5.943999,6.797153,6.424084,6.473296,6.68087,6.887406,7.577659,7.105336,7.097898,7.878187,7.204489
"7972414",4.234678,4.364198,3.97349,4.306814,4.234678,4.197431,4.17303,4.121683,4.712642,4.234678,4.476704,3.817049,4.234678
"7972416",3.660239,3.886401,4.408599,4.311545,3.886401,3.886401,4.067881,3.519383,3.954742,3.849731,4.2318,3.714342,3.688581
"7972418",3.327229,1.965701,1.495845,1.403073,2.124137,1.903101,2.449389,1.395685,1.661651,1.477294,1.147599,1.347419,1.846027
"7972420",3.254938,3.254938,3.048565,3.185488,3.287371,2.961818,3.254938,3.32077,3.160781,3.394155,3.236704,3.601985,3.256142
"7972426",4.629914,5.069385,5.14193,5.161382,4.920147,5.323327,4.873186,5.324016,4.542832,4.398261,4.77898,4.114859,4.559876
"7972428",3.517548,3.215542,3.578457,3.681189,3.44071,3.608088,3.707522,3.483722,3.483722,3.870442,3.193851,3.151843,3.2382
"7972438",5.1215,5.102913,5.415347,5.762549,5.34193,5.536521,4.979867,4.974243,4.511619,5.53618,5.043291,5.179031,5.148673
"7972442",5.955154,5.631686,5.502378,5.544964,6.062464,5.808903,5.341403,4.374466,4.626248,5.218446,5.313309,4.662413,4.913352
"7972444",8.112892,8.338865,8.578226,7.928671,8.223372,8.257496,8.294962,8.910277,9.039778,8.993005,8.748705,9.286038,8.966981
"7972461",4.194335,3.922771,4.193682,3.9559,4.113028,4.000854,3.755568,3.71575,3.41457,3.47693,3.634419,3.743982,3.755568
"7972487",6.558526,7.453753,6.495749,6.525043,6.722134,6.963262,5.929462,7.352004,7.617944,7.629458,7.682581,7.686771,7.721607
"7972546",4.483086,4.381285,4.888439,4.268648,4.439812,4.35739,4.544543,3.761957,3.957003,4.300812,4.196976,3.826455,3.852404
"7972548",3.248163,2.718029,3.294044,3.265013,2.875709,2.728013,3.202027,3.097847,3.261663,2.975189,2.780332,2.59287,3.015203
"7972557",3.874286,2.954124,3.64534,3.27739,4.033366,3.916621,3.740198,3.162217,6.739802,5.005198,4.374465,5.166378,5.140171
"7972561",3.406849,3.735756,3.582852,4.398505,2.499981,1.991295,2.744853,2.984322,2.932147,3.293943,3.071629,2.576198,4.335039
"7972563",2.266102,1.738197,1.485941,1.725953,1.970746,1.764544,1.582522,1.771753,1.926609,1.482721,1.383338,1.610627,1.627888
"7972565",2.256885,2.335212,2.561988,2.320379,2.155189,2.475782,2.006767,2.10688,2.2458,2.470384,2.247623,2.260427,2.276242
"7972567",5.740176,5.980904,6.291533,6.094516,6.193042,5.982429,6.01701,5.860569,5.709607,5.844224,5.785847,5.459107,5.622393
"7972570",6.756441,6.812109,7.007632,7.048075,7.164092,6.865039,6.976678,6.676503,6.814439,6.865039,6.945128,6.839723,6.645988
"7972577",8.451196,8.567422,8.556471,7.770666,8.090365,7.869687,8.130829,8.83221,8.670178,8.668124,8.722616,8.283092,8.425871
"7972579",7.506309,9.118,6.516264,8.963503,9.02588,7.463825,9.221079,7.958609,7.880553,7.479855,8.554631,7.626372,7.780914
"7972601",6.58498,6.020639,6.490468,5.894596,6.469534,5.806589,5.508409,6.112845,6.304842,6.597018,6.12149,7.012393,6.614489
"7972650",2.467791,2.841152,3.181285,2.715572,3.039926,2.841152,2.841152,2.751737,2.969447,2.949729,2.743978,2.841152,2.841152
"7972661",3.233814,3.445127,3.683186,3.810378,3.902094,3.418698,3.43292,3.120173,2.938327,3.381536,3.314686,3.273142,3.080195
"7972663",6.344553,6.148802,6.007054,6.072738,6.048027,5.685023,5.76194,5.705042,5.543333,5.365578,5.490365,5.440564,5.713883
"7972665",3.54741,3.219059,3.127665,3.160607,3.56559,3.002615,3.056705,3.21785,2.612151,3.088471,3.060714,2.931284,3.009911
"7972670",4.263552,3.309939,3.627846,3.738057,3.97349,3.627846,3.727071,3.159041,3.04261,3.520735,3.55271,3.581078,3.82007
"7972672",3.675328,4.208912,4.268752,4.085527,4.171937,3.97163,3.833583,3.339772,3.624534,3.833583,3.793484,3.856215,3.806028
"7972674",5.5626,4.700553,4.786454,5.177243,5.034557,4.929721,5.481295,7.028737,6.98655,6.031266,6.13322,7.112214,6.755682
"7972682",7.388539,6.931613,6.641642,7.081539,7.27319,6.976392,7.224337,7.579849,8.090884,7.91568,7.77882,8.42174,8.424725
"7972692",5.18501,5.314882,5.436567,5.548682,5.633984,5.396208,5.531876,4.587585,4.96578,4.947152,5.220785,4.692667,5.089663
"7972699",2.940228,3.535184,3.753129,3.362201,3.468911,3.640383,3.767847,3.413978,3.468911,3.503119,3.468911,3.24258,3.097448
"7972709",2.795757,2.726878,2.665699,2.731263,2.605302,2.581043,2.41265,2.605302,2.34791,2.93239,2.427026,2.590202,2.612678
"7972711",5.591324,5.695234,6.424427,5.51512,5.782104,6.302104,5.441527,6.102692,5.922701,5.465515,5.41551,5.726552,5.42058
"7972713",7.085178,5.112718,4.323794,5.485973,5.881767,6.395238,5.890965,6.650671,6.327919,8.430017,7.281143,4.713812,6.913961
"7972723",8.355063,8.075781,7.923017,7.595654,7.427031,8.505143,7.429875,8.874475,8.56364,8.546139,8.267982,8.706134,8.76098
"7972733",5.78371,5.452404,6.12704,6.625124,6.047501,5.739067,6.106374,5.151754,4.802762,5.52012,5.259035,5.150061,5.269843
"7972735",4.172944,3.392905,3.079354,2.37435,3.079354,3.107459,2.742124,2.405079,2.920759,3.039803,3.192708,3.799226,3.809935
"7972737",6.562189,6.308838,6.436449,6.502882,6.056537,6.42399,6.485719,6.254593,6.65021,6.805973,6.502882,6.775365,6.838878
"7972743",4.02062,4.909213,5.121876,4.663426,4.554201,4.557537,4.671998,4.557537,4.882628,4.551713,4.315511,4.243563,4.551713
"7972745",6.34846,7.482589,7.238922,7.979103,7.463564,7.16278,7.657907,6.488349,7.055234,7.293589,7.28569,7.286378,6.817585
"7972748",4.567642,5.443377,5.294322,5.266197,4.824965,5.10928,5.104197,4.948372,4.254247,5.367335,5.032794,4.548955,4.981357
"7972750",10.67483,8.620707,10.93547,9.374972,11.0824,11.77998,9.839887,7.679832,11.67358,12.24045,11.49102,11.90745,11.95567
"7972803",5.140667,3.911136,4.749701,3.187038,4.209416,6.780749,2.75005,3.891628,6.783427,6.270012,5.454691,6.697439,6.358014
"7972805",5.295523,5.395108,5.90349,5.970514,5.463635,5.794207,5.670779,4.85588,5.114927,5.80247,5.214962,5.317462,5.438
"7972808",5.490062,5.568579,6.157422,5.782058,5.690218,5.932416,5.521213,5.648189,5.198157,5.773962,5.700204,5.426135,5.40775
"7972810",8.139211,7.992723,7.733293,8.590366,7.752498,8.038853,8.39491,8.879847,7.963247,8.234781,8.313715,8.514053,8.527496
"7972826",4.632038,3.65352,4.62219,3.888493,4.50601,4.941427,4.160025,3.71257,4.680143,5.568324,3.254088,4.894198,4.204618
"7972828",7.699283,7.232805,7.395905,7.233532,6.634834,7.643044,7.134715,7.563062,7.671489,7.947351,7.887957,7.95538,7.955702
"7972840",7.45111,7.083027,6.496034,6.744267,6.692482,7.078736,7.164269,7.998224,7.955266,7.648582,7.979654,8.12244,7.830435
"7972867",8.148871,7.920963,7.928473,8.191978,7.959554,8.233233,8.35413,8.878252,8.306729,7.528039,8.165424,8.269444,8.131489
"7972888",7.776863,7.929917,7.199757,6.117176,6.338332,7.324974,6.795643,7.593038,6.931348,6.478123,7.312461,7.042963,7.161031
"7972890",7.026115,7.137496,6.657632,6.868572,7.147338,6.700755,7.054371,6.495311,6.054525,6.160467,6.392372,5.801121,6.41459
"7972899",5.99981,6.165856,6.734212,5.94889,6.205857,6.074256,5.929808,5.710223,6.000503,6.250813,5.97022,6.274065,6.28471
"7972902",5.79503,5.769099,5.944613,5.723199,5.742167,5.645256,5.676224,5.450089,5.329553,5.619278,5.574431,5.571501,5.422124
"7972912",6.64128,6.96492,6.106848,6.406942,6.529741,6.792586,6.692903,6.796972,7.309754,6.807907,6.792586,7.414939,7.29078
"7972921",5.642815,5.698235,5.363897,5.174582,5.328889,5.289147,5.489911,4.954774,5.137021,5.005063,5.363897,5.486435,5.452716
"7972923",4.335327,4.963267,5.178393,5.09236,5.158414,4.999024,5.049438,4.963267,4.522793,5.010513,4.926271,4.652793,4.963267
"7972932",4.3375,4.922471,4.54882,4.757794,4.904652,4.595489,4.565351,4.474368,4.466261,3.862271,4.550491,4.602665,4.681938
"7972936",5.431128,5.496697,6.967023,5.796901,5.890427,6.117611,5.551471,5.697386,5.150283,5.501236,5.119329,5.309961,5.26432
"7972946",8.760805,8.516657,8.268165,8.443544,8.22735,8.337586,8.33678,8.532903,9.780286,9.466128,8.947892,9.552025,9.442998
"7972973",7.160428,6.864501,7.315032,6.688368,7.526054,6.819529,6.767595,7.027923,6.568979,6.715137,6.523664,6.60401,6.475934
"7972977",5.883387,5.622782,6.25008,6.603793,5.94773,5.942326,6.041173,5.9144,5.764297,6.009278,5.106974,5.220985,5.612864
"7972979",2.802071,2.261988,2.088357,2.006377,2.875039,1.765,1.740887,1.757036,1.759575,1.948507,1.715987,1.846693,2.463964
"7972981",3.419796,4.36288,3.656806,3.22227,3.655978,3.932406,3.348081,3.171652,3.392905,3.280174,3.392905,2.934096,3.173648
"7972983",3.932579,3.965527,4.039151,3.882261,3.882261,4.047077,3.93345,3.829284,3.689124,3.882261,3.800972,3.863022,3.692219
"7973002",5.126729,5.169627,5.659374,5.918079,4.781062,5.429764,5.290999,5.326839,5.193722,5.241311,5.003254,4.512987,5.032434
"7973004",2.865211,3.280374,3.156955,3.134205,2.893761,3.192813,2.399121,2.737211,2.859313,2.995308,2.917753,3.171883,2.773572
